cve_id,stratum,asset,critical,cvss_score,cvss_severity,cvss_vector,epss,percentile,kev,gold_label,description
CVE-2016-0162,G1_kev,internet-facing production web server,True,4.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,0.4366,0.9759,True,ACT,"Microsoft Internet Explorer 9 through 11 allows remote attackers to determine the existence of files via crafted JavaScript code, aka ""Internet Explorer Information Disclosure Vulnerability."""
CVE-2020-8193,G1_kev,internal developer workstation,False,6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,0.9439,0.9997,True,ACT,"Improper access control in Citrix ADC and Citrix Gateway versions before 13.0-58.30, 12.1-57.18, 12.0-63.21, 11.1-64.14 and 10.5-70.18 and Citrix SDWAN WAN-OP versions before 11.1.1a, 11.0.3d and 10.2.7 allows unauthenticated access to certain URL endpoints."
CVE-2020-11023,G1_kev,internet-facing production web server,True,6.9,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:L/A:N,0.3466,0.971,True,ACT,"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0."
CVE-2023-49897,G1_kev,internal developer workstation,False,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.2441,0.9622,True,ACT,"An OS command injection vulnerability exists in AE1021PE firmware version 2.0.9 and earlier and AE1021 firmware version 2.0.9 and earlier. If this vulnerability is exploited, an arbitrary OS command may be executed by an attacker who can log in to the product."
CVE-2021-25489,G1_kev,isolated lab test machine,False,3.3,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,0.0035,0.5744,True,ACT,"Assuming radio permission is gained, missing input validation in modem interface driver prior to SMR Oct-2021 Release 1 results in format string bug leading to kernel panic."
CVE-2022-41033,G1_kev,hospital patient-records server,True,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.0174,0.8285,True,ACT,Windows COM+ Event System Service Elevation of Privilege Vulnerability
CVE-2011-4723,G1_kev,isolated lab test machine,False,5.7,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,0.1405,0.9449,True,ACT,"The D-Link DIR-300 router stores cleartext passwords, which allows context-dependent attackers to obtain sensitive information via unspecified vectors."
CVE-2013-1690,G1_kev,hospital patient-records server,True,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.4706,0.9774,True,ACT,"Mozilla Firefox before 22.0, Firefox ESR 17.x before 17.0.7, Thunderbird before 17.0.7, and Thunderbird ESR 17.x before 17.0.7 do not properly handle onreadystatechange events in conjunction with page reloading, which allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted web site that triggers an attempt to execute data at an unmapped memory location."
CVE-2020-6572,G1_kev,isolated lab test machine,False,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.1907,0.9547,True,ACT,Use after free in Media in Google Chrome prior to 81.0.4044.92 allowed a remote attacker to execute arbitrary code via a crafted HTML page.
CVE-2022-41080,G1_kev,internal developer workstation,False,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.9379,0.9987,True,ACT,Microsoft Exchange Server Elevation of Privilege Vulnerability
CVE-2020-10199,G1_kev,internet-facing production web server,True,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.9438,0.9997,True,ACT,Sonatype Nexus Repository before 3.21.2 allows JavaEL Injection (issue 1 of 2).
CVE-2018-8120,G1_kev,isolated lab test machine,False,7.0,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,0.9416,0.9992,True,ACT,"An elevation of privilege vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory, aka ""Win32k Elevation of Privilege Vulnerability."" This affects Windows Server 2008, Windows 7, Windows Server 2008 R2. This CVE ID is unique from CVE-2018-8124, CVE-2018-8164, CVE-2018-8166."
CVE-2019-17558,G1_kev,hospital patient-records server,True,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,0.9447,1.0,True,ACT,"Apache Solr 5.0.0 to Apache Solr 8.3.1 are vulnerable to a Remote Code Execution through the VelocityResponseWriter. A Velocity template can be provided through Velocity templates in a configset `velocity/` directory or as a parameter. A user defined configset could contain renderable, potentially malicious, templates. Parameter provided templates are disabled by default, but can be enabled by setting `params.resource.loader.enabled` by defining a response writer with that setting set to `true`. Defining a response writer requires configuration API access. Solr 8.4 removed the params resource loader entirely, and only enables the configset-provided template rendering when the configset is `trusted` (has been uploaded by an authenticated user)."
CVE-2015-1130,G1_kev,internet-facing production web server,True,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.2342,0.9607,True,ACT,The XPC implementation in Admin Framework in Apple OS X before 10.10.3 allows local users to bypass authentication and obtain admin privileges via unspecified vectors.
CVE-2020-10189,G1_kev,isolated lab test machine,False,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.9425,0.9993,True,ACT,Zoho ManageEngine Desktop Central before 10.0.474 allows remote code execution because of deserialization of untrusted data in getChartImage in the FileStorage class. This is related to the CewolfServlet and MDMLogUploaderServlet servlets.
CVE-2024-38080,G1_kev,hospital patient-records server,True,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.142,0.9453,True,ACT,Windows Hyper-V Elevation of Privilege Vulnerability
CVE-2021-34486,G1_kev,internal developer workstation,False,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.3647,0.9722,True,ACT,Windows Event Tracing Elevation of Privilege Vulnerability
CVE-2022-22265,G1_kev,internal developer workstation,False,5.0,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L,0.0015,0.3568,True,ACT,An improper check or handling of exceptional conditions in NPU driver prior to SMR Jan-2022 Release 1 allows arbitrary memory write and code execution.
CVE-2020-29564,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.4955,0.9786,False,ACT,The official Consul Docker images 0.7.1 through 1.4.2 contain a blank password for a root user. System using the Consul Docker container deployed by affected versions of the Docker image may allow a remote attacker to achieve root access with a blank password.
CVE-2012-0183,G3_highprob_notkev,internet-facing production web server,True,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,0.6211,0.9838,False,ACT,"Microsoft Word 2003 SP3 and 2007 SP2 and SP3, Office 2008 and 2011 for Mac, and Office Compatibility Pack SP2 and SP3 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted RTF data, aka ""RTF Mismatch Vulnerability."""
CVE-2018-1270,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.8995,0.996,False,ACT,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack."
CVE-2018-7846,G3_highprob_notkev,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.6324,0.9842,False,ACT,"A CWE-501: Trust Boundary Violation vulnerability on connection to the Controller exists in all versions of the Modicon M580, Modicon M340, Modicon Quantum and Modicon Premium which could cause unauthorized access by conducting a brute force attack on Modbus protocol to the controller."
CVE-2008-1996,G3_highprob_notkev,hospital patient-records server,True,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P,0.4364,0.9759,False,ATTEND,licq before 1.3.6 allows remote attackers to cause a denial of service (file-descriptor exhaustion and application crash) via a large number of connections.
CVE-2009-1257,G3_highprob_notkev,hospital patient-records server,True,9.0,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:C,0.4542,0.9768,False,ACT,Heap-based buffer overflow in Magic ISO Maker 5.5 build 0274 allows remote attackers to cause a denial of service (crash) or execute arbitrary code via a crafted CCD file.
CVE-2023-39796,G3_highprob_notkev,internal developer workstation,False,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.7099,0.9872,False,ACT,SQL injection vulnerability in the miniform module in WBCE CMS v.1.6.0 allows remote unauthenticated attacker to execute arbitrary code via the DB_RECORD_TABLE parameter.
CVE-2021-37928,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.3738,0.9727,False,ACT,Zoho ManageEngine ADManager Plus version 7110 and prior allows unrestricted file upload which leads to remote code execution.
CVE-2006-0230,G3_highprob_notkev,internet-facing production web server,True,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.3269,0.9697,False,ACT,"Symantec Scan Engine 5.0.0.24, and possibly other versions before 5.1.0.7, uses a client-side check to verify a password, which allows remote attackers to gain administrator privileges via a modified client that sends certain XML requests."
CVE-2024-48456,G3_highprob_notkev,internet-facing production web server,True,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.8258,0.9925,False,ACT,"An issue in Netis Wifi6 Router NX10 2.0.1.3643 and 2.0.1.3582 and Netis Wifi 11AC Router NC65 3.0.0.3749 and Netis Wifi 11AC Router NC63 3.0.0.3327 and 3.0.0.3503 and Netis Wifi 11AC Router NC21 3.0.0.3800, 3.0.0.3500 and 3.0.0.3329 and Netis Wifi Router MW5360 1.0.1.3442 and 1.0.1.3031 allows a remote attacker to obtain sensitive information via the parameter password at the change admin password page at the router web interface."
CVE-2023-2640,G3_highprob_notkev,internet-facing production web server,True,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.9239,0.9974,False,ACT,"On Ubuntu kernels carrying both c914c0e27eb0 and ""UBUNTU: SAUCE: overlayfs: Skip permission checking for trusted.overlayfs.* xattrs"", an unprivileged user may set privileged extended attributes on the mounted files, leading them to be set on the upper files without the appropriate security checks."
CVE-2006-3730,G3_highprob_notkev,internal developer workstation,False,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.8688,0.9945,False,ATTEND,"Integer overflow in Microsoft Internet Explorer 6 on Windows XP SP2 allows remote attackers to cause a denial of service (crash) and execute arbitrary code via a 0x7fffffff argument to the setSlice method on a WebViewFolderIcon ActiveX object, which leads to an invalid memory copy."
CVE-2016-8655,G3_highprob_notkev,hospital patient-records server,True,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.4736,0.9776,False,ATTEND,"Race condition in net/packet/af_packet.c in the Linux kernel through 4.8.12 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging the CAP_NET_RAW capability to change a socket version, related to the packet_set_ring and packet_setsockopt functions."
CVE-2021-40149,G3_highprob_notkev,internet-facing production web server,True,5.9,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,0.6295,0.9841,False,ACT,The web server of the E1 Zoom camera through 3.0.0.716 discloses its SSL private key via the root web server directory. In this way an attacker can download the entire key via the /self.key URI.
CVE-2018-12464,G3_highprob_notkev,internal developer workstation,False,10.0,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,0.7644,0.9896,False,ACT,A SQL injection vulnerability in the web administration and quarantine components of Micro Focus Secure Messaging Gateway allows an unauthenticated remote attacker to execute arbitrary SQL statements against the database. This can be exploited to create an administrative account and used in conjunction with CVE-2018-12465 to achieve unauthenticated remote code execution. Affects Micro Focus Secure Messaging Gateway versions prior to 471. It does not affect previous versions of the product that use the GWAVA product name (i.e. GWAVA 6.5).
CVE-2022-3405,G3_highprob_notkev,hospital patient-records server,True,8.8,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.4004,0.9742,False,ATTEND,"Code execution and sensitive information disclosure due to excessive privileges assigned to Acronis Agent. The following products are affected: Acronis Cyber Protect 15 (Windows, Linux) before build 29486, Acronis Cyber Backup 12.5 (Windows, Linux) before build 16545."
CVE-2023-34133,G3_highprob_notkev,internet-facing production web server,True,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.6427,0.9846,False,ACT,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in SonicWall GMS and Analytics allows an unauthenticated attacker to extract sensitive information from the application database. This issue affects GMS: 9.3.2-SP1 and earlier versions; Analytics: 2.5.0.4-R7 and earlier versions.
CVE-2013-1916,G3_highprob_notkev,hospital patient-records server,True,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.3477,0.9711,False,ATTEND,"In WordPress Plugin User Photo 0.9.4, when a photo is uploaded, it is only partially validated and it is possible to upload a backdoor on the server hosting WordPress. This backdoor can be called (executed) even if the photo has not been yet approved."
CVE-2020-10547,G3_highprob_notkev,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.9282,0.9977,False,ACT,"rConfig 3.9.4 and previous versions has unauthenticated compliancepolicyelements.inc.php SQL injection. Because, by default, nodes' passwords are stored in cleartext, this vulnerability leads to lateral movement, granting an attacker access to monitored network devices."
CVE-2020-3805,G3_highprob_notkev,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.3373,0.9705,False,ACT,"Adobe Acrobat and Reader versions 2020.006.20034 and earlier, 2017.011.30158 and earlier, 2017.011.30158 and earlier, 2015.006.30510 and earlier, and 2015.006.30510 and earlier have a use-after-free vulnerability. Successful exploitation could lead to arbitrary code execution ."
CVE-1999-1053,G3_highprob_notkev,internal developer workstation,False,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,0.9068,0.9964,False,ATTEND,"guestbook.pl cleanses user-inserted SSI commands by removing text between ""<!--"" and ""-->"" separators, which allows remote attackers to execute arbitrary commands when guestbook.pl is run on Apache 1.3.9 and possibly other versions, since Apache allows other closing sequences besides ""-->""."
CVE-2010-1903,G3_highprob_notkev,internal developer workstation,False,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,0.4215,0.9752,False,ACT,"Microsoft Office Word 2002 SP3 and 2003 SP3, and Office Word Viewer, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a malformed record in a Word file, aka ""Word HTML Linked Objects Memory Corruption Vulnerability."""
CVE-2018-12533,G3_highprob_notkev,isolated lab test machine,False,9.8,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.7969,0.9912,False,ACT,"JBoss RichFaces 3.1.0 through 3.3.4 allows unauthenticated remote attackers to inject expression language (EL) expressions and execute arbitrary Java code via a /DATA/ substring in a path with an org.richfaces.renderkit.html.Paint2DResource$ImageData object, aka RF-14310."
CVE-2018-10094,G3_highprob_notkev,isolated lab test machine,False,9.8,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.7371,0.9883,False,ACT,SQL injection vulnerability in Dolibarr before 7.0.2 allows remote attackers to execute arbitrary SQL commands via vectors involving integer parameters without quotes.
CVE-2017-5715,G3_highprob_notkev,internal developer workstation,False,5.6,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,0.8848,0.9952,False,ATTEND,Systems with microprocessors utilizing speculative execution and indirect branch prediction may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis.
CVE-2006-3392,G3_highprob_notkev,internet-facing production web server,True,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,0.8633,0.9942,False,ACT,"Webmin before 1.290 and Usermin before 1.220 calls the simplify_path function before decoding HTML, which allows remote attackers to read arbitrary files, as demonstrated using ""..%01"" sequences, which bypass the removal of ""../"" sequences before bytes such as ""%01"" are removed from the filename. NOTE: This is a different issue than CVE-2006-3274."
CVE-2021-26294,G3_highprob_notkev,hospital patient-records server,True,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.9249,0.9975,False,ACT,"An issue was discovered in AfterLogic Aurora through 7.7.9 and WebMail Pro through 7.7.9. They allow directory traversal to read files (such as a data/settings/settings.xml file containing admin panel credentials), as demonstrated by dav/server.php/files/personal/%2e%2e when using the caldav_public_user account (with caldav_public_user as its password)."
CVE-2007-3895,G3_highprob_notkev,isolated lab test machine,False,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,0.6287,0.9841,False,ACT,Buffer overflow in Microsoft DirectShow in Microsoft DirectX 7.0 through 10.0 allows remote attackers to execute arbitrary code via a crafted (1) WAV or (2) AVI file.
CVE-2022-0594,G3_highprob_notkev,internet-facing production web server,True,5.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,0.4983,0.9787,False,ATTEND,"The Professional Social Sharing Buttons, Icons & Related Posts WordPress plugin before 9.7.6 does not have proper authorisation check in one of the AJAX action, available to unauthenticated (in v < 9.7.5) and author+ (in v9.7.5) users, allowing them to call it and retrieve various information such as the list of active plugins, various version like PHP, cURL, WP etc."
CVE-2003-1030,G3_highprob_notkev,internal developer workstation,False,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,0.4931,0.9785,False,ATTEND,Buffer overflow in DameWare Mini Remote Control before 3.73 allows remote attackers to execute arbitrary code via a long pre-authentication request to TCP port 6129.
CVE-2018-8625,G3_highprob_notkev,hospital patient-records server,True,7.5,HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,0.564,0.9816,False,ACT,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10."
CVE-2015-5556,G3_highprob_notkev,isolated lab test machine,False,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.4702,0.9774,False,ACT,"Use-after-free vulnerability in Adobe Flash Player before 18.0.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.0.199, Adobe AIR SDK before 18.0.0.199, and Adobe AIR SDK & Compiler before 18.0.0.199 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-5127, CVE-2015-5130, CVE-2015-5134, CVE-2015-5539, CVE-2015-5540, CVE-2015-5550, CVE-2015-5551, CVE-2015-5557, CVE-2015-5559, CVE-2015-5561, CVE-2015-5563, CVE-2015-5564, and CVE-2015-5565."
CVE-2025-57788,G3_highprob_notkev,isolated lab test machine,False,6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,0.8067,0.9916,False,ATTEND,A vulnerability in a known login mechanism allows unauthenticated attackers to execute API calls without requiring user credentials. RBAC helps limit the exposure but does not eliminate risk.
CVE-2023-2947,G3_highprob_notkev,internal developer workstation,False,4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,0.5248,0.9799,False,ATTEND,Cross-site Scripting (XSS) - Stored in GitHub repository openemr/openemr prior to 7.0.1.
CVE-2006-3450,G3_highprob_notkev,hospital patient-records server,True,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,0.6016,0.983,False,ACT,"Microsoft Internet Explorer 6 allows remote attackers to execute arbitrary code by using the document.getElementByID Javascript function to access crafted Cascading Style Sheet (CSS) elements, and possibly other unspecified vectors involving certain layout positioning combinations in an HTML file."
CVE-2015-9323,G3_highprob_notkev,isolated lab test machine,False,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.7237,0.9878,False,ACT,The 404-to-301 plugin before 2.0.3 for WordPress has SQL injection.
CVE-2010-3955,G3_highprob_notkev,internet-facing production web server,True,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,0.5832,0.9823,False,ACT,"pubconv.dll (aka the Publisher Converter DLL) in Microsoft Publisher 2002 SP3 does not properly perform array indexing, which allows remote attackers to execute arbitrary code via a crafted Publisher file that uses an old file format, aka ""Array Indexing Memory Corruption Vulnerability."""
CVE-2020-12800,G3_highprob_notkev,internal developer workstation,False,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.9388,0.9988,False,ACT,The drag-and-drop-multiple-file-upload-contact-form-7 plugin before 1.3.3.3 for WordPress allows Unrestricted File Upload and remote code execution by setting supported_type to php% and uploading a .php% file.
CVE-2023-5815,G3_highprob_notkev,hospital patient-records server,True,8.1,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,0.4916,0.9784,False,ATTEND,"The News & Blog Designer Pack – WordPress Blog Plugin — (Blog Post Grid, Blog Post Slider, Blog Post Carousel, Blog Post Ticker, Blog Post Masonry) plugin for WordPress is vulnerable to Remote Code Execution via Local File Inclusion in all versions up to, and including, 3.4.1 via the bdp_get_more_post function hooked via a nopriv AJAX. This is due to function utilizing an unsafe extract() method to extract values from the POST variable and passing that input to the include() function. This makes it possible for unauthenticated attackers to include arbitrary PHP files and achieve remote code execution. On vulnerable Docker configurations it may be possible for an attacker to create a PHP file and then subsequently include it to achieve RCE."
CVE-2016-7434,G3_highprob_notkev,isolated lab test machine,False,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.6238,0.9839,False,ATTEND,The read_mru_list function in NTP before 4.2.8p9 allows remote attackers to cause a denial of service (crash) via a crafted mrulist query.
CVE-2014-2321,G3_highprob_notkev,internal developer workstation,False,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.9201,0.9972,False,ACT,"web_shell_cmd.gch on ZTE F460 and F660 cable modems allows remote attackers to obtain administrative access via sendcmd requests, as demonstrated by using ""set TelnetCfg"" commands to enable a TELNET service with specified credentials."
CVE-2015-5548,G3_highprob_notkev,internal developer workstation,False,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.4608,0.9771,False,ACT,"Adobe Flash Player before 18.0.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.0.199, Adobe AIR SDK before 18.0.0.199, and Adobe AIR SDK & Compiler before 18.0.0.199 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-5544, CVE-2015-5545, CVE-2015-5546, CVE-2015-5547, CVE-2015-5549, CVE-2015-5552, and CVE-2015-5553."
CVE-2020-7384,G3_highprob_notkev,isolated lab test machine,False,7.0,HIGH,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,0.7009,0.9869,False,ATTEND,Rapid7's Metasploit msfvenom framework handles APK files in a way that allows for a malicious user to craft and publish a file that would execute arbitrary commands on a victim's machine.
CVE-2023-20860,G3_highprob_notkev,hospital patient-records server,True,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,0.5628,0.9815,False,ACT,"Spring Framework running version 6.0.0 - 6.0.6 or 5.3.0 - 5.3.25 using ""**"" as a pattern in Spring Security configuration with the mvcRequestMatcher creates a mismatch in pattern matching between Spring Security and Spring MVC, and the potential for a security bypass."
CVE-2013-4787,G3_highprob_notkev,internet-facing production web server,True,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,0.526,0.9799,False,ACT,"Android 1.6 Donut through 4.2 Jelly Bean does not properly check cryptographic signatures for applications, which allows attackers to execute arbitrary code via an application package file (APK) that is modified in a way that does not violate the cryptographic signature, probably involving multiple entries in a Zip file with the same name in which one entry is validated but the other entry is installed, aka Android security bug 8219321 and the ""Master Key"" vulnerability."
CVE-2011-0031,G3_highprob_notkev,internal developer workstation,False,4.3,MEDIUM,AV:N/AC:M/Au:N/C:P/I:N/A:N,0.3467,0.971,False,ATTEND,"The (1) JScript 5.8 and (2) VBScript 5.8 scripting engines in Microsoft Windows Server 2008 R2 and Windows 7 do not properly load decoded scripts obtained from web pages, which allows remote attackers to trigger memory corruption and consequently obtain sensitive information via a crafted web site, aka ""Scripting Engines Information Disclosure Vulnerability."""
CVE-2021-36440,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.3681,0.9724,False,ACT,Unrestricted File Upload in ShowDoc v2.9.5 allows remote attackers to execute arbitrary code via the 'file_url' parameter in the component AdminUpdateController.class.php'.
CVE-2025-31140,G3_highprob_notkev,internal developer workstation,False,4.6,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,0.413,0.9748,False,ATTEND,In JetBrains TeamCity before 2025.03 stored XSS was possible on Cloud Profiles page
CVE-2017-8975,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.5106,0.9793,False,ACT,A Remote Code Execution vulnerability in Hewlett Packard Enterprise Moonshot Provisioning Manager Appliance version v1.20 was found.
CVE-2010-2742,G3_highprob_notkev,internal developer workstation,False,5.4,MEDIUM,AV:N/AC:H/Au:N/C:N/I:N/A:C,0.5574,0.9813,False,ATTEND,"The Netlogon RPC Service in Microsoft Windows Server 2003 SP2 and Server 2008 Gold, SP2, and R2, when the domain controller role is enabled, allows remote attackers to cause a denial of service (NULL pointer dereference and reboot) via a crafted RPC packet, aka ""Netlogon RPC Null dereference DOS Vulnerability."""
CVE-2023-30534,G3_highprob_notkev,internal developer workstation,False,4.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,0.5495,0.9809,False,ATTEND,"Cacti is an open source operational monitoring and fault management framework. There are two instances of insecure deserialization in Cacti version 1.2.24. While a viable gadget chain exists in Cacti’s vendor directory (phpseclib), the necessary gadgets are not included, making them inaccessible and the insecure deserializations not exploitable. Each instance of insecure deserialization is due to using the unserialize function without sanitizing the user input. Cacti has a “safe” deserialization that attempts to sanitize the content and check for specific values before calling unserialize, but it isn’t used in these instances. The vulnerable code lies in graphs_new.php, specifically within the host_new_graphs_save function. This issue has been addressed in version 1.2.25. Users are advised to upgrade. There are no known workarounds for this vulnerability."
